id,label,type,name,description
DOC-SUM-007,2025年6月浦口区大豆病害教学月报,Document,2025年6月浦口区大豆病害教学月报,"【月度概况】2025年6月浦口区共收录大豆教学病例8例。月报记录的是病例总体分布，不替代按症状条件重新统计。

【病害分布】按诊断病害汇总：大豆灰斑病1例、大豆锈病1例、大豆疫霉根腐病1例、大豆细菌性斑点病1例、大豆炭疽病1例、大豆褐斑病1例、大豆霜霉病1例、大豆靶斑病1例。

【环境摘要】病例记录的平均温度为26.3℃，平均相对湿度为87.9%。精确筛选应回到field_case与case_symptom表执行。"
DOC-SUM-008,2025年8月高淳区大豆病害教学月报,Document,2025年8月高淳区大豆病害教学月报,"【月度概况】2025年8月高淳区共收录大豆教学病例8例。月报记录的是病例总体分布，不替代按症状条件重新统计。

【病害分布】按诊断病害汇总：大豆炭疽病1例、大豆褐斑病1例、大豆霜霉病1例、大豆靶斑病1例、大豆灰斑病1例、大豆锈病1例、大豆疫霉根腐病1例、大豆细菌性斑点病1例。

【环境摘要】病例记录的平均温度为28.7℃，平均相对湿度为87.2%。精确筛选应回到field_case与case_symptom表执行。"
DOC-SUM-009,2025年9月江宁区大豆病害教学月报,Document,2025年9月江宁区大豆病害教学月报,"【月度概况】2025年9月江宁区共收录大豆教学病例8例。月报记录的是病例总体分布，不替代按症状条件重新统计。

【病害分布】按诊断病害汇总：大豆灰斑病1例、大豆锈病1例、大豆疫霉根腐病1例、大豆细菌性斑点病1例、大豆炭疽病1例、大豆褐斑病1例、大豆霜霉病1例、大豆靶斑病1例。

【环境摘要】病例记录的平均温度为24.9℃，平均相对湿度为87.6%。精确筛选应回到field_case与case_symptom表执行。"
DOC-SUM-010,2025年5月溧水区大豆病害教学月报,Document,2025年5月溧水区大豆病害教学月报,"【月度概况】2025年5月溧水区共收录大豆教学病例8例。月报记录的是病例总体分布，不替代按症状条件重新统计。

【病害分布】按诊断病害汇总：大豆炭疽病1例、大豆褐斑病1例、大豆霜霉病1例、大豆靶斑病1例、大豆灰斑病1例、大豆锈病1例、大豆疫霉根腐病1例、大豆细菌性斑点病1例。

【环境摘要】病例记录的平均温度为22.7℃，平均相对湿度为87.4%。精确筛选应回到field_case与case_symptom表执行。"
CASE-2025-0001,CASE-2025-0001,DiseaseCase,CASE-2025-0001,2025-07-01在六合区记录一例大豆叶部或根茎异常。现场观察为棕褐色近圆斑，并伴有深褐色边界，并伴有叶片黄化，并伴有早期落叶，病情评定为中度。记录时温度29.2℃、相对湿度89%。教学标注诊断为大豆褐斑病。
CASE-2025-0002,CASE-2025-0002,DiseaseCase,CASE-2025-0002,2025-07-04在六合区记录一例大豆叶部或根茎异常。现场观察为边缘颜色较深、轮廓接近圆形的棕褐斑块，并伴有病斑边缘深褐，并伴有叶片发黄，并伴有叶片提前脱落，病情评定为中度。记录时温度28.8℃、相对湿度87%。教学标注诊断为大豆褐斑病。
CASE-2025-0003,CASE-2025-0003,DiseaseCase,CASE-2025-0003,2025-07-07在六合区记录一例大豆叶部或根茎异常。现场观察为褐色近圆形病斑，并伴有病斑边缘颜色较深，并伴有叶色变黄，并伴有提前落叶，病情评定为较重。记录时温度28.2℃、相对湿度85%。教学标注诊断为大豆褐斑病。
CASE-2025-0004,CASE-2025-0004,DiseaseCase,CASE-2025-0004,2025-07-10在六合区记录一例大豆叶部或根茎异常。现场观察为棕褐色近圆斑，并伴有深褐色边界，并伴有叶片黄化，并伴有早期落叶，病情评定为轻度。记录时温度27.8℃、相对湿度83%。教学标注诊断为大豆褐斑病。
CASE-2025-0005,CASE-2025-0005,DiseaseCase,CASE-2025-0005,2025-07-13在六合区记录一例大豆叶部或根茎异常。现场观察为边缘颜色较深、轮廓接近圆形的棕褐斑块，并伴有病斑边缘深褐，并伴有叶片发黄，并伴有叶片提前脱落，病情评定为中度。记录时温度27.2℃、相对湿度90%。教学标注诊断为大豆褐斑病。
CASE-2025-0006,CASE-2025-0006,DiseaseCase,CASE-2025-0006,2025-07-16在六合区记录一例大豆叶部或根茎异常。现场观察为褐色近圆形病斑，并伴有病斑边缘颜色较深，并伴有叶色变黄，并伴有提前落叶，病情评定为中度。记录时温度26.8℃、相对湿度88%。教学标注诊断为大豆褐斑病。
CASE-2025-0007,CASE-2025-0007,DiseaseCase,CASE-2025-0007,2025-07-19在六合区记录一例大豆叶部或根茎异常。现场观察为棕褐色近圆斑，并伴有深褐色边界，并伴有叶片黄化，并伴有早期落叶，病情评定为较重。记录时温度29.5℃、相对湿度86%。教学标注诊断为大豆褐斑病。
CASE-2025-0008,CASE-2025-0008,DiseaseCase,CASE-2025-0008,2025-07-22在六合区记录一例大豆叶部或根茎异常。现场观察为边缘颜色较深、轮廓接近圆形的棕褐斑块，并伴有病斑边缘深褐，并伴有叶片发黄，病情评定为轻度。记录时温度29.0℃、相对湿度84%。教学标注诊断为大豆褐斑病。
CASE-2025-0009,CASE-2025-0009,DiseaseCase,CASE-2025-0009,2025-07-25在六合区记录一例大豆叶部或根茎异常。现场观察为褐色近圆形病斑，并伴有病斑边缘颜色较深，并伴有叶色变黄，病情评定为中度。记录时温度28.5℃、相对湿度82%。教学标注诊断为大豆褐斑病。
CASE-2025-0010,CASE-2025-0010,DiseaseCase,CASE-2025-0010,2025-07-28在六合区记录一例大豆叶部或根茎异常。现场观察为棕褐色近圆斑，并伴有深褐色边界，并伴有叶片黄化，病情评定为中度。记录时温度28.0℃、相对湿度89%。教学标注诊断为大豆褐斑病。
CASE-2025-0011,CASE-2025-0011,DiseaseCase,CASE-2025-0011,2025-07-03在六合区记录一例大豆叶部或根茎异常。现场观察为边缘颜色较深、轮廓接近圆形的棕褐斑块，并伴有病斑边缘深褐，并伴有叶片发黄，病情评定为较重。记录时温度27.5℃、相对湿度87%。教学标注诊断为大豆褐斑病。
CASE-2025-0012,CASE-2025-0012,DiseaseCase,CASE-2025-0012,2025-07-06在六合区记录一例大豆叶部或根茎异常。现场观察为褐色近圆形病斑，并伴有病斑边缘颜色较深，病情评定为轻度。记录时温度27.0℃、相对湿度85%。教学标注诊断为大豆褐斑病。
CASE-2025-0013,CASE-2025-0013,DiseaseCase,CASE-2025-0013,2025-07-09在六合区记录一例大豆叶部或根茎异常。现场观察为棕褐色近圆斑，并伴有深褐色边界，病情评定为中度。记录时温度26.5℃、相对湿度83%。教学标注诊断为大豆褐斑病。
CASE-2025-0014,CASE-2025-0014,DiseaseCase,CASE-2025-0014,2025-07-12在六合区记录一例大豆叶部或根茎异常。现场观察为边缘颜色较深、轮廓接近圆形的棕褐斑块，病情评定为中度。记录时温度29.2℃、相对湿度90%。教学标注诊断为大豆褐斑病。
CASE-2025-0015,CASE-2025-0015,DiseaseCase,CASE-2025-0015,2025-07-15在六合区记录一例大豆叶部或根茎异常。现场观察为褐色近圆形病斑，病情评定为较重。记录时温度28.8℃、相对湿度88%。教学标注诊断为大豆褐斑病。
CASE-2025-0016,CASE-2025-0016,DiseaseCase,CASE-2025-0016,2025-07-18在六合区记录一例大豆叶部或根茎异常。现场观察为棕褐色近圆斑，病情评定为轻度。记录时温度28.2℃、相对湿度86%。教学标注诊断为大豆褐斑病。
CASE-2025-0017,CASE-2025-0017,DiseaseCase,CASE-2025-0017,2025-07-21在六合区记录一例大豆叶部或根茎异常。现场观察为边缘颜色较深、轮廓接近圆形的棕褐斑块，病情评定为中度。记录时温度27.8℃、相对湿度84%。教学标注诊断为大豆褐斑病。
CASE-2025-0018,CASE-2025-0018,DiseaseCase,CASE-2025-0018,2025-07-24在六合区记录一例大豆叶部或根茎异常。现场观察为褐色近圆形病斑，病情评定为中度。记录时温度27.2℃、相对湿度82%。教学标注诊断为大豆褐斑病。
CASE-2025-0019,CASE-2025-0019,DiseaseCase,CASE-2025-0019,2025-07-02在六合区记录一例大豆叶部或根茎异常。现场观察为棕褐色近圆斑，并伴有同心环纹，并伴有叶片黄化，病情评定为较重。记录时温度26.8℃、相对湿度88%。教学标注诊断为大豆靶斑病。
CASE-2025-0020,CASE-2025-0020,DiseaseCase,CASE-2025-0020,2025-07-08在六合区记录一例大豆叶部或根茎异常。现场观察为边缘颜色较深、轮廓接近圆形的棕褐斑块，并伴有同心轮纹，并伴有叶片发黄，病情评定为轻度。记录时温度29.5℃、相对湿度86%。教学标注诊断为大豆靶斑病。
CASE-2025-0021,CASE-2025-0021,DiseaseCase,CASE-2025-0021,2025-07-14在六合区记录一例大豆叶部或根茎异常。现场观察为褐色近圆形病斑，并伴有靶纹，病情评定为中度。记录时温度29.0℃、相对湿度84%。教学标注诊断为大豆靶斑病。
CASE-2025-0022,CASE-2025-0022,DiseaseCase,CASE-2025-0022,2025-07-20在六合区记录一例大豆叶部或根茎异常。现场观察为棕褐色近圆斑，并伴有同心环纹，病情评定为中度。记录时温度28.5℃、相对湿度82%。教学标注诊断为大豆靶斑病。
CASE-2025-0023,CASE-2025-0023,DiseaseCase,CASE-2025-0023,2025-07-05在六合区记录一例大豆叶部或根茎异常。现场观察为边缘颜色较深、轮廓接近圆形的棕褐斑块，并伴有角斑水渍状，并伴有黄绿色晕圈，病情评定为较重。记录时温度28.0℃、相对湿度93%。教学标注诊断为大豆细菌性斑点病。
CASE-2025-0024,CASE-2025-0024,DiseaseCase,CASE-2025-0024,2025-07-18在六合区记录一例大豆叶部或根茎异常。现场观察为褐色近圆形病斑，并伴有水渍状角斑，并伴有病斑外缘黄晕，病情评定为轻度。记录时温度27.5℃、相对湿度91%。教学标注诊断为大豆细菌性斑点病。
CASE-2025-0025,CASE-2025-0025,DiseaseCase,CASE-2025-0025,2025-07-04在六合区记录一例大豆叶部或根茎异常。现场观察为灰白斑心，并伴有叶色变黄，病情评定为中度。记录时温度27.0℃、相对湿度82%。教学标注诊断为大豆灰斑病。
CASE-2025-0026,CASE-2025-0026,DiseaseCase,CASE-2025-0026,2025-07-09在六合区记录一例大豆叶部或根茎异常。现场观察为叶面黄斑，并伴有叶背灰白霉层，病情评定为中度。记录时温度26.5℃、相对湿度89%。教学标注诊断为大豆霜霉病。
CASE-2025-0027,CASE-2025-0027,DiseaseCase,CASE-2025-0027,2025-07-14在六合区记录一例大豆叶部或根茎异常。现场观察为叶背褐色小疱，并伴有粉末状物，病情评定为较重。记录时温度29.2℃、相对湿度83%。教学标注诊断为大豆锈病。
CASE-2025-0028,CASE-2025-0028,DiseaseCase,CASE-2025-0028,2025-07-19在六合区记录一例大豆叶部或根茎异常。现场观察为凹陷坏死斑，并伴有豆荚条形病斑，病情评定为轻度。记录时温度28.8℃、相对湿度91%。教学标注诊断为大豆炭疽病。
CASE-2025-0029,CASE-2025-0029,DiseaseCase,CASE-2025-0029,2025-07-24在六合区记录一例大豆叶部或根茎异常。现场观察为近地面茎部变暗，并伴有根系腐烂萎蔫，病情评定为中度。记录时温度28.2℃、相对湿度93%。教学标注诊断为大豆疫霉根腐病。
CASE-2025-0030,CASE-2025-0030,DiseaseCase,CASE-2025-0030,2025-07-01在六合区记录一例大豆叶部或根茎异常。现场观察为灰白中心紫褐边缘，并伴有叶片发黄，病情评定为中度。记录时温度27.8℃、相对湿度81%。教学标注诊断为大豆灰斑病。
CASE-2025-0031,CASE-2025-0031,DiseaseCase,CASE-2025-0031,2025-07-06在六合区记录一例大豆叶部或根茎异常。现场观察为叶片淡黄色斑块，并伴有灰白色霉状物，病情评定为较重。记录时温度27.2℃、相对湿度88%。教学标注诊断为大豆霜霉病。
CASE-2025-0032,CASE-2025-0032,DiseaseCase,CASE-2025-0032,2025-07-11在六合区记录一例大豆叶部或根茎异常。现场观察为叶背小疱斑，并伴有粉末状孢子，病情评定为轻度。记录时温度26.8℃、相对湿度91%。教学标注诊断为大豆锈病。
CASE-2025-0033,CASE-2025-0033,DiseaseCase,CASE-2025-0033,2025-07-16在六合区记录一例大豆叶部或根茎异常。现场观察为黑褐色凹陷斑，并伴有茎部条斑，病情评定为中度。记录时温度29.5℃、相对湿度90%。教学标注诊断为大豆炭疽病。
CASE-2025-0034,CASE-2025-0034,DiseaseCase,CASE-2025-0034,2025-07-21在六合区记录一例大豆叶部或根茎异常。现场观察为茎基部褐变，并伴有植株萎蔫，病情评定为中度。记录时温度29.0℃、相对湿度92%。教学标注诊断为大豆疫霉根腐病。
CASE-2025-0035,CASE-2025-0035,DiseaseCase,CASE-2025-0035,2025-07-26在六合区记录一例大豆叶部或根茎异常。现场观察为紫褐色斑缘，并伴有叶片黄化，病情评定为较重。记录时温度28.5℃、相对湿度80%。教学标注诊断为大豆灰斑病。
CASE-2025-0036,CASE-2025-0036,DiseaseCase,CASE-2025-0036,2025-07-03在六合区记录一例大豆叶部或根茎异常。现场观察为叶面淡黄斑，并伴有叶背霉层，病情评定为轻度。记录时温度28.0℃、相对湿度87%。教学标注诊断为大豆霜霉病。
CASE-2025-0037,CASE-2025-0037,DiseaseCase,CASE-2025-0037,2025-07-08在六合区记录一例大豆叶部或根茎异常。现场观察为褐色孢子堆，并伴有孢子粉，病情评定为中度。记录时温度27.5℃、相对湿度90%。教学标注诊断为大豆锈病。
CASE-2025-0038,CASE-2025-0038,DiseaseCase,CASE-2025-0038,2025-07-13在六合区记录一例大豆叶部或根茎异常。现场观察为黑褐色下陷病斑，并伴有茎荚条状病斑，病情评定为中度。记录时温度27.0℃、相对湿度89%。教学标注诊断为大豆炭疽病。
CASE-2025-0039,CASE-2025-0039,DiseaseCase,CASE-2025-0039,2025-07-18在六合区记录一例大豆叶部或根茎异常。现场观察为茎基部暗褐变，并伴有根腐，病情评定为较重。记录时温度26.5℃、相对湿度91%。教学标注诊断为大豆疫霉根腐病。
CASE-2025-0040,CASE-2025-0040,DiseaseCase,CASE-2025-0040,2025-07-23在六合区记录一例大豆叶部或根茎异常。现场观察为灰白斑心，并伴有叶色变黄，病情评定为轻度。记录时温度29.2℃、相对湿度79%。教学标注诊断为大豆灰斑病。
CASE-2025-0041,CASE-2025-0041,DiseaseCase,CASE-2025-0041,2025-05-01在六合区记录一例大豆叶部或根茎异常。现场观察为黑褐色下陷病斑，并伴有茎荚条状病斑，并伴有叶片发黄，病情评定为中度。记录时温度23.8℃、相对湿度92%。教学标注诊断为大豆炭疽病。
CASE-2025-0042,CASE-2025-0042,DiseaseCase,CASE-2025-0042,2025-05-11在浦口区记录一例大豆叶部或根茎异常。现场观察为灰白中心紫褐边缘，并伴有叶片发黄，病情评定为中度。记录时温度23.2℃、相对湿度84%。教学标注诊断为大豆灰斑病。
CASE-2025-0043,CASE-2025-0043,DiseaseCase,CASE-2025-0043,2025-05-21在高淳区记录一例大豆叶部或根茎异常。现场观察为凹陷坏死斑，并伴有豆荚条形病斑，病情评定为较重。记录时温度22.8℃、相对湿度88%。教学标注诊断为大豆炭疽病。
CASE-2025-0044,CASE-2025-0044,DiseaseCase,CASE-2025-0044,2025-05-03在江宁区记录一例大豆叶部或根茎异常。现场观察为紫褐色斑缘，并伴有叶片黄化，病情评定为轻度。记录时温度22.2℃、相对湿度80%。教学标注诊断为大豆灰斑病。
CASE-2025-0045,CASE-2025-0045,DiseaseCase,CASE-2025-0045,2025-05-13在溧水区记录一例大豆叶部或根茎异常。现场观察为黑褐色凹陷斑，并伴有茎部条斑，并伴有叶色变黄，病情评定为中度。记录时温度21.8℃、相对湿度84%。教学标注诊断为大豆炭疽病。
CASE-2025-0046,CASE-2025-0046,DiseaseCase,CASE-2025-0046,2025-06-08在六合区记录一例大豆叶部或根茎异常。现场观察为凹陷坏死斑，并伴有豆荚条形病斑，病情评定为中度。记录时温度27.5℃、相对湿度91%。教学标注诊断为大豆炭疽病。
CASE-2025-0047,CASE-2025-0047,DiseaseCase,CASE-2025-0047,2025-06-18在浦口区记录一例大豆叶部或根茎异常。现场观察为紫褐色斑缘，并伴有叶片黄化，病情评定为较重。记录时温度27.0℃、相对湿度83%。教学标注诊断为大豆灰斑病。
CASE-2025-0048,CASE-2025-0048,DiseaseCase,CASE-2025-0048,2025-06-28在高淳区记录一例大豆叶部或根茎异常。现场观察为黑褐色凹陷斑，并伴有茎部条斑，病情评定为轻度。记录时温度26.5℃、相对湿度87%。教学标注诊断为大豆炭疽病。
CASE-2025-0049,CASE-2025-0049,DiseaseCase,CASE-2025-0049,2025-06-10在江宁区记录一例大豆叶部或根茎异常。现场观察为灰白斑心，并伴有叶色变黄，病情评定为中度。记录时温度26.0℃、相对湿度79%。教学标注诊断为大豆灰斑病。
CASE-2025-0050,CASE-2025-0050,DiseaseCase,CASE-2025-0050,2025-06-20在溧水区记录一例大豆叶部或根茎异常。现场观察为黑褐色下陷病斑，并伴有茎荚条状病斑，病情评定为中度。记录时温度25.5℃、相对湿度92%。教学标注诊断为大豆炭疽病。
CASE-2025-0051,CASE-2025-0051,DiseaseCase,CASE-2025-0051,2025-08-15在六合区记录一例大豆叶部或根茎异常。现场观察为褐色近圆形病斑，并伴有靶纹，病情评定为较重。记录时温度28.0℃、相对湿度87%。教学标注诊断为大豆靶斑病。
CASE-2025-0052,CASE-2025-0052,DiseaseCase,CASE-2025-0052,2025-07-25在浦口区记录一例大豆叶部或根茎异常。现场观察为灰白斑心，并伴有叶色变黄，病情评定为轻度。记录时温度26.5℃、相对湿度82%。教学标注诊断为大豆灰斑病。
CASE-2025-0053,CASE-2025-0053,DiseaseCase,CASE-2025-0053,2025-07-07在高淳区记录一例大豆叶部或根茎异常。现场观察为黑褐色下陷病斑，并伴有茎荚条状病斑，并伴有叶片发黄，病情评定为中度。记录时温度29.2℃、相对湿度86%。教学标注诊断为大豆炭疽病。
CASE-2025-0054,CASE-2025-0054,DiseaseCase,CASE-2025-0054,2025-07-17在江宁区记录一例大豆叶部或根茎异常。现场观察为灰白中心紫褐边缘，并伴有叶片发黄，病情评定为中度。记录时温度28.8℃、相对湿度78%。教学标注诊断为大豆灰斑病。
CASE-2025-0055,CASE-2025-0055,DiseaseCase,CASE-2025-0055,2025-07-27在溧水区记录一例大豆叶部或根茎异常。现场观察为凹陷坏死斑，并伴有豆荚条形病斑，病情评定为较重。记录时温度28.2℃、相对湿度91%。教学标注诊断为大豆炭疽病。
CASE-2025-0056,CASE-2025-0056,DiseaseCase,CASE-2025-0056,2025-09-22在六合区记录一例大豆叶部或根茎异常。现场观察为边缘颜色较深、轮廓接近圆形的棕褐斑块，并伴有同心轮纹，病情评定为轻度。记录时温度24.8℃、相对湿度86%。教学标注诊断为大豆靶斑病。
CASE-2025-0057,CASE-2025-0057,DiseaseCase,CASE-2025-0057,2025-08-04在浦口区记录一例大豆叶部或根茎异常。现场观察为灰白中心紫褐边缘，并伴有叶片发黄，病情评定为中度。记录时温度28.2℃、相对湿度81%。教学标注诊断为大豆灰斑病。
CASE-2025-0058,CASE-2025-0058,DiseaseCase,CASE-2025-0058,2025-08-14在高淳区记录一例大豆叶部或根茎异常。现场观察为凹陷坏死斑，并伴有豆荚条形病斑，病情评定为中度。记录时温度27.8℃、相对湿度85%。教学标注诊断为大豆炭疽病。
CASE-2025-0059,CASE-2025-0059,DiseaseCase,CASE-2025-0059,2025-08-24在江宁区记录一例大豆叶部或根茎异常。现场观察为紫褐色斑缘，并伴有叶片黄化，病情评定为较重。记录时温度30.5℃、相对湿度86%。教学标注诊断为大豆灰斑病。
CASE-2025-0060,CASE-2025-0060,DiseaseCase,CASE-2025-0060,2025-08-06在溧水区记录一例大豆叶部或根茎异常。现场观察为黑褐色凹陷斑，并伴有茎部条斑，病情评定为轻度。记录时温度30.0℃、相对湿度90%。教学标注诊断为大豆炭疽病。
CASE-2025-0061,CASE-2025-0061,DiseaseCase,CASE-2025-0061,2025-05-01在六合区记录一例大豆叶部或根茎异常。现场观察为灰白斑心，并伴有叶色变黄，病情评定为中度。记录时温度23.5℃、相对湿度82%。教学标注诊断为大豆灰斑病。
CASE-2025-0062,CASE-2025-0062,DiseaseCase,CASE-2025-0062,2025-09-11在浦口区记录一例大豆叶部或根茎异常。现场观察为紫褐色斑缘，并伴有叶片黄化，病情评定为中度。记录时温度25.0℃、相对湿度80%。教学标注诊断为大豆灰斑病。
CASE-2025-0063,CASE-2025-0063,DiseaseCase,CASE-2025-0063,2025-09-21在高淳区记录一例大豆叶部或根茎异常。现场观察为黑褐色凹陷斑，并伴有茎部条斑，病情评定为较重。记录时温度24.5℃、相对湿度84%。教学标注诊断为大豆炭疽病。
CASE-2025-0064,CASE-2025-0064,DiseaseCase,CASE-2025-0064,2025-09-03在江宁区记录一例大豆叶部或根茎异常。现场观察为灰白斑心，并伴有叶色变黄，病情评定为轻度。记录时温度24.0℃、相对湿度85%。教学标注诊断为大豆灰斑病。
CASE-2025-0065,CASE-2025-0065,DiseaseCase,CASE-2025-0065,2025-09-13在溧水区记录一例大豆叶部或根茎异常。现场观察为黑褐色下陷病斑，并伴有茎荚条状病斑，并伴有叶片发黄，病情评定为中度。记录时温度23.5℃、相对湿度89%。教学标注诊断为大豆炭疽病。
CASE-2025-0066,CASE-2025-0066,DiseaseCase,CASE-2025-0066,2025-06-08在六合区记录一例大豆叶部或根茎异常。现场观察为灰白中心紫褐边缘，并伴有叶片发黄，病情评定为中度。记录时温度27.2℃、相对湿度81%。教学标注诊断为大豆灰斑病。
CASE-2025-0067,CASE-2025-0067,DiseaseCase,CASE-2025-0067,2025-05-18在浦口区记录一例大豆叶部或根茎异常。现场观察为褐色孢子堆，并伴有孢子粉，病情评定为较重。记录时温度23.8℃、相对湿度84%。教学标注诊断为大豆锈病。
CASE-2025-0068,CASE-2025-0068,DiseaseCase,CASE-2025-0068,2025-05-28在高淳区记录一例大豆叶部或根茎异常。现场观察为边缘颜色较深、轮廓接近圆形的棕褐斑块，并伴有病斑边缘深褐，病情评定为轻度。记录时温度23.2℃、相对湿度90%。教学标注诊断为大豆褐斑病。
CASE-2025-0069,CASE-2025-0069,DiseaseCase,CASE-2025-0069,2025-05-10在江宁区记录一例大豆叶部或根茎异常。现场观察为叶背褐色小疱，并伴有粉末状物，并伴有叶色变黄，病情评定为中度。记录时温度22.8℃、相对湿度89%。教学标注诊断为大豆锈病。
CASE-2025-0070,CASE-2025-0070,DiseaseCase,CASE-2025-0070,2025-05-20在溧水区记录一例大豆叶部或根茎异常。现场观察为棕褐色近圆斑，并伴有深褐色边界，病情评定为中度。记录时温度22.2℃、相对湿度86%。教学标注诊断为大豆褐斑病。
CASE-2025-0071,CASE-2025-0071,DiseaseCase,CASE-2025-0071,2025-08-15在六合区记录一例大豆叶部或根茎异常。现场观察为受叶脉限制的角形斑，并伴有黄色晕圈，病情评定为较重。记录时温度27.8℃、相对湿度87%。教学标注诊断为大豆细菌性斑点病。
CASE-2025-0072,CASE-2025-0072,DiseaseCase,CASE-2025-0072,2025-06-25在浦口区记录一例大豆叶部或根茎异常。现场观察为叶背褐色小疱，并伴有粉末状物，病情评定为轻度。记录时温度27.5℃、相对湿度83%。教学标注诊断为大豆锈病。
CASE-2025-0073,CASE-2025-0073,DiseaseCase,CASE-2025-0073,2025-06-07在高淳区记录一例大豆叶部或根茎异常。现场观察为棕褐色近圆斑，并伴有深褐色边界，并伴有叶片黄化，病情评定为中度。记录时温度27.0℃、相对湿度89%。教学标注诊断为大豆褐斑病。
CASE-2025-0074,CASE-2025-0074,DiseaseCase,CASE-2025-0074,2025-06-17在江宁区记录一例大豆叶部或根茎异常。现场观察为叶背小疱斑，并伴有粉末状孢子，病情评定为中度。记录时温度26.5℃、相对湿度88%。教学标注诊断为大豆锈病。
CASE-2025-0075,CASE-2025-0075,DiseaseCase,CASE-2025-0075,2025-06-27在溧水区记录一例大豆叶部或根茎异常。现场观察为褐色近圆形病斑，并伴有病斑边缘颜色较深，病情评定为较重。记录时温度26.0℃、相对湿度85%。教学标注诊断为大豆褐斑病。
CASE-2025-0076,CASE-2025-0076,DiseaseCase,CASE-2025-0076,2025-09-22在六合区记录一例大豆叶部或根茎异常。现场观察为水渍状角斑，并伴有病斑外缘黄晕，病情评定为轻度。记录时温度24.5℃、相对湿度86%。教学标注诊断为大豆细菌性斑点病。
CASE-2025-0077,CASE-2025-0077,DiseaseCase,CASE-2025-0077,2025-07-04在浦口区记录一例大豆叶部或根茎异常。现场观察为叶背小疱斑，并伴有粉末状孢子，并伴有叶片发黄，病情评定为中度。记录时温度27.0℃、相对湿度91%。教学标注诊断为大豆锈病。
CASE-2025-0078,CASE-2025-0078,DiseaseCase,CASE-2025-0078,2025-07-14在高淳区记录一例大豆叶部或根茎异常。现场观察为褐色近圆形病斑，并伴有病斑边缘颜色较深，病情评定为中度。记录时温度26.5℃、相对湿度88%。教学标注诊断为大豆褐斑病。
CASE-2025-0079,CASE-2025-0079,DiseaseCase,CASE-2025-0079,2025-07-24在江宁区记录一例大豆叶部或根茎异常。现场观察为褐色孢子堆，并伴有孢子粉，病情评定为较重。记录时温度29.2℃、相对湿度87%。教学标注诊断为大豆锈病。
CASE-2025-0080,CASE-2025-0080,DiseaseCase,CASE-2025-0080,2025-07-06在溧水区记录一例大豆叶部或根茎异常。现场观察为边缘颜色较深、轮廓接近圆形的棕褐斑块，并伴有病斑边缘深褐，病情评定为轻度。记录时温度28.8℃、相对湿度84%。教学标注诊断为大豆褐斑病。
CASE-2025-0081,CASE-2025-0081,DiseaseCase,CASE-2025-0081,2025-05-01在六合区记录一例大豆叶部或根茎异常。现场观察为黑褐色凹陷斑，并伴有茎部条斑，并伴有叶色变黄，病情评定为中度。记录时温度23.2℃、相对湿度84%。教学标注诊断为大豆炭疽病。
CASE-2025-0082,CASE-2025-0082,DiseaseCase,CASE-2025-0082,2025-08-11在浦口区记录一例大豆叶部或根茎异常。现场观察为褐色孢子堆，并伴有孢子粉，病情评定为中度。记录时温度28.8℃、相对湿度90%。教学标注诊断为大豆锈病。
CASE-2025-0083,CASE-2025-0083,DiseaseCase,CASE-2025-0083,2025-08-21在高淳区记录一例大豆叶部或根茎异常。现场观察为边缘颜色较深、轮廓接近圆形的棕褐斑块，并伴有病斑边缘深褐，病情评定为较重。记录时温度28.2℃、相对湿度87%。教学标注诊断为大豆褐斑病。
CASE-2025-0084,CASE-2025-0084,DiseaseCase,CASE-2025-0084,2025-08-03在江宁区记录一例大豆叶部或根茎异常。现场观察为叶背褐色小疱，并伴有粉末状物，病情评定为轻度。记录时温度27.8℃、相对湿度86%。教学标注诊断为大豆锈病。
CASE-2025-0085,CASE-2025-0085,DiseaseCase,CASE-2025-0085,2025-08-13在溧水区记录一例大豆叶部或根茎异常。现场观察为棕褐色近圆斑，并伴有深褐色边界，并伴有叶片黄化，病情评定为中度。记录时温度30.5℃、相对湿度83%。教学标注诊断为大豆褐斑病。
CASE-2025-0086,CASE-2025-0086,DiseaseCase,CASE-2025-0086,2025-06-08在六合区记录一例大豆叶部或根茎异常。现场观察为黑褐色下陷病斑，并伴有茎荚条状病斑，病情评定为中度。记录时温度27.0℃、相对湿度92%。教学标注诊断为大豆炭疽病。
CASE-2025-0087,CASE-2025-0087,DiseaseCase,CASE-2025-0087,2025-09-18在浦口区记录一例大豆叶部或根茎异常。现场观察为叶背褐色小疱，并伴有粉末状物，病情评定为较重。记录时温度25.5℃、相对湿度89%。教学标注诊断为大豆锈病。
CASE-2025-0088,CASE-2025-0088,DiseaseCase,CASE-2025-0088,2025-09-28在高淳区记录一例大豆叶部或根茎异常。现场观察为棕褐色近圆斑，并伴有深褐色边界，病情评定为轻度。记录时温度25.0℃、相对湿度86%。教学标注诊断为大豆褐斑病。
CASE-2025-0089,CASE-2025-0089,DiseaseCase,CASE-2025-0089,2025-09-10在江宁区记录一例大豆叶部或根茎异常。现场观察为叶背小疱斑，并伴有粉末状孢子，并伴有叶片发黄，病情评定为中度。记录时温度24.5℃、相对湿度85%。教学标注诊断为大豆锈病。
